Chapter Name,Lesson Name,Correct Lesson Content,
1.13 Managing Common Breastfeeding Problems,Nipple Pain/Damage,"<p><br></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px"">Nipple tenderness in the first few days after birth is a common experience for new mothers as they get used to the sensation of a baby sucking at the breast. For some mothers however, continued pain and damage requires further investigation. Working out the cause of your pain will help you to find the right solution.&nbsp;</span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px""><br></span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px""><strong>Causes may be related to:</strong></span></p><ul><li style=""font-size: 16px""><p style=""line-height: 1.375rem"">poor attachment&nbsp;</p></li><li style=""font-size: 16px""><p style=""line-height: 1.375rem"">flat/inverted/short/large nipples&nbsp;</p></li><li style=""font-size: 16px""><p style=""line-height: 1.375rem"">infection e.g. thrush, dermatitis or vasospasm&nbsp;</p></li><li style=""font-size: 16px""><p style=""line-height: 1.375rem"">problems with baby’s suck due to gestation, tongue-tie, high palate, torticollis, facial abnormalities and jaw problemsIncorrect handling and use of breastfeeding equipment such as breast pads, nipple shields and pumps can also contribute to nipple pain and trauma</p></li><li style=""font-size: 16px""><p style=""line-height: 1.375rem"">cracked or bleeding nipples can often occur after the baby’s very first breastfeed or in the following hours and days after birth when you and your baby are still learning to breastfeed</p></li></ul><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px""><br></span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px""><strong>Pausing breastfeeding:&nbsp;</strong></span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px"">If your baby is unable to latch successfully and the nipple pain is increasing, you may need to consider resting your nipples by taking your baby off the breast for 12-24 hours. Return the baby back to the breast, once the nipples have healed.&nbsp;</span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px"">It is extremely important you continue to remove your colostrum/milk every 2-4 hours by hand and/or pump to ensure your milk supply continues to build and you successfully reach your maximum supply at 4-6 weeks. &nbsp;</span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px"">Your baby can be given your expressed breastmilk by cup, bottle, spoon, syringe or finger until you can comfortably return your baby back to the breast. Only you will know what method feels right and works best for you and your baby and when the time is right to return your baby back to the breast.&nbsp;</span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px""><br></span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px""><strong>Treatment:&nbsp;</strong></span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px"">Lanolin is a natural treatment that can be applied to the nipples after a feed. Use a small amount and by the time baby feeds it will have soaked into the nipple, so there is no need to wipe it off pre-feed.&nbsp;</span></p><p style=""line-height: 1.375rem;text-align: left""><span style=""font-size: 16px"">Another great option is to simply hand express a few drops of breastmilk at the end of a feed, rub it on your damaged nipples and let them air dry. Breast milk has lots of healing properties and is the most natural treatment of all.</span></p>",
1.13 Managing Common Breastfeeding Problems,Nipple Pain/Damage,"<p><span style=""font-size: 16px"">Nipple tenderness in the first few days after birth is a common experience for new mothers as they get used to the sensation of a baby sucking at the breast. For some mothers, however, continued pain and damage require further investigation.</span></p><p><span style=""font-size: 16px""><em>Working out the cause of your pain will help you to find the right solution.</em></span></p><p><span style=""font-size: 16px""><strong>Causes may be related to:</strong></span></p><ul><li style=""font-size: 16px"">Poor attachment</li><li style=""font-size: 16px"">Flat, inverted, short, or large nipples</li><li style=""font-size: 16px"">Infection (e.g. thrush, dermatitis, or vasospasm)</li><li style=""font-size: 16px"">Problems with baby’s suck due to gestation, tongue-tie, high palate, torticollis, facial abnormalities, and jaw problems</li><li style=""font-size: 16px"">Incorrect handling and use of breastfeeding equipment such as breast pads, nipple shields, and pumps can also contribute to nipple pain and trauma</li><li style=""font-size: 16px"">Cracked or bleeding nipples can often occur after the baby’s very first breastfeed or in the following hours and days after birth when you and your baby are still learning to breastfeed.</li></ul><p><span style=""font-size: 16px""><strong>Pausing breastfeeding:</strong><br>If your baby is unable to latch successfully and the nipple pain is increasing, you may need to consider resting your nipples by taking your baby off the breast for 12-24 hours and returning the baby back to the breast when the nipples have healed.</span></p><p><span style=""font-size: 16px""><strong>Note:</strong> It is extremely important you continue to remove your colostrum/milk every 2-4 hours by hand and/or pump to ensure your milk supply continues to build and you successfully reach your maximum supply at 4-6 weeks. Your baby can be given your expressed breastmilk by cup, bottle, spoon, syringe, or finger until you can comfortably return your baby back to the breast. Only you will know what method feels right and works best for you and your baby and when the time is right to return your baby back to the breast.</span></p><p><span style=""font-size: 16px""><strong>Treatment:</strong></span></p><ul><li style=""font-size: 16px"">Lanolin is a natural treatment that can be applied to the nipples after a feed. Use a small amount, and by the time your baby feeds, it will have soaked into the nipple, so there is no need to wipe it off pre-feed.</li><li style=""font-size: 16px"">Another great option is to simply hand express a few drops of breastmilk at the end of a feed, rub it on your damaged nipples, and let them air dry. Breast milk has lots of healing properties and is the most natural treatment of all.</li></ul>",
1.13 Managing Common Breastfeeding Problems,Inverted/Flat/Short Nipples,"<p><br></p><p><span style=""font-size: 16px"">A large percentage of women have nipples that are inverted, flat or short and this can make breastfeeding difficult.</span></p><div class=""se-component se-image-container __se__float-none""><figure style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; font: inherit; vertical-align: baseline; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: rgba(0, 0, 0, 0); display: block; -webkit-user-drag: none; overflow: visible; color: inherit; position: relative; outline: none; direction: ltr;""><img src=""https://files.cdn.thinkific.com/file_uploads/331856/images/c7f/efb/0b6/Nipple_Graphic_.png"" alt="""" data-rotate="""" data-proportion=""true"" data-size=""709px,372px"" data-align=""none"" data-file-name=""Nipple_Graphic_.png"" data-file-size=""0"" data-origin="","" origin-size=""3944,2070"" style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; font: inherit; vertical-align: baseline; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: rgba(0, 0, 0, 0); width: 709px; height: 372px; -webkit-user-drag: none; overflow: visible; color: inherit; position: relative; display: block; max-width: 100%; z-index: 0;""></figure></div><p><br></p><p><span style=""font-size: 16px"">If you have one of these problems, with good support from the beginning, your baby may be able to latch successfully without causing any damage to the nipple or breast tissue. If, however, your baby is unable to latch, it is important not to push you to breastfeed, as this can lead to a frustrated and angry baby that may start to show signs of breast refusal. It is far better to keep your baby calm and relaxed by giving some milk to satisfy their initial hunger, then bring them back to your chest for skin-to-skin and cuddles.</span></p><p><span style=""font-size: 16px""><em>Your key focus at this point is to establish a good milk supply as quickly as possible so you can:</em></span></p><ul><li style=""font-size: 16px"">Have milk to give your baby and return your baby back to the breast as soon as possible now that the milk volume has increased.</li><li style=""font-size: 16px"">Your baby will suck so much better once the milk is flowing.</li></ul><p><span style=""font-size: 16px""><strong>Nipple shields:</strong><br>You may find you need to use a nipple shield initially when returning your baby to the breast until your baby feels comfortable and trusts the breast will deliver the milk volume needed. It’s possible that once your baby is breastfeeding well, you no longer need the nipple shield. This will depend on the degree of your nipple inversion.</span></p><p><span style=""font-size: 16px"">If you attempt to remove the shield, make sure you remove it after the baby has had enough milk to feel relaxed and content but still wants to continue feeding. Otherwise, your baby may protest and become angry if the shield is removed too soon and they are unable to latch onto the nipple.</span></p><p><span style=""font-size: 16px"">It is important if you use a nipple shield that you can see and<em>hear</em>the milk transfer of a baby who is swallowing milk. You will see milk in the shield, your breasts will soften as the feed progresses, and your baby will start to slow down with longer pauses between sucking.</span></p><p><span style=""font-size: 16px"">To ensure the breast is well-drained and the baby gets as much of the rich, creamy milk as possible, you can use gentle hand massage and compression. This will help stimulate the removal of the remaining milk and ensure your baby is full and content.</span><span style=""font-size: 16px"">A large percentage of women have nipples that are inverted, flat or short and this can make breastfeeding difficult.</span></p><p><br></p><p><br></p>",
1.13 Managing Common Breastfeeding Problems,Inverted/Flat/Short Nipples,"<p><span style=""font-size: 16px"">A large percentage of women have nipples that are inverted, flat or short and this can make breastfeeding difficult.</span></p><div class=""se-component se-image-container __se__float-none""><figure><img src=""https://files.cdn.thinkific.com/file_uploads/331856/images/c7f/efb/0b6/Nipple_Graphic_.png"" alt="""" data-rotate="""" data-proportion=""true"" data-size="","" data-align=""none"" data-percentage=""auto,auto"" data-file-name=""Nipple_Graphic_.png"" data-file-size=""0"" data-origin="","" style=""""></figure></div><p><br></p><p><span style=""font-size: 16px"">If you have one of these problems, with good support from the beginning, your baby may be able to latch successfully without causing any damage to the nipple or breast tissue. If, however, your baby is unable to latch, it is important not to push you to breastfeed, as this can lead to a frustrated and angry baby that may start to show signs of breast refusal. It is far better to keep your baby calm and relaxed by giving some milk to satisfy their initial hunger, then bring them back to your chest for skin-to-skin and cuddles.</span></p><p><span style=""font-size: 16px""><em>Your key focus at this point is to establish a good milk supply as quickly as possible so you can:</em></span></p><ul><li style=""font-size: 16px"">Have milk to give your baby and return your baby back to the breast as soon as possible now that the milk volume has increased.</li><li style=""font-size: 16px"">Your baby will suck so much better once the milk is flowing.</li></ul><p><span style=""font-size: 16px""><strong>Nipple shields:</strong><br>You may find you need to use a nipple shield initially when returning your baby to the breast until your baby feels comfortable and trusts the breast will deliver the milk volume needed. It’s possible that once your baby is breastfeeding well, you no longer need the nipple shield. This will depend on the degree of your nipple inversion.</span></p><p><span style=""font-size: 16px"">If you attempt to remove the shield, make sure you remove it after the baby has had enough milk to feel relaxed and content but still wants to continue feeding. Otherwise, your baby may protest and become angry if the shield is removed too soon and they are unable to latch onto the nipple.</span></p><p><span style=""font-size: 16px"">It is important if you use a nipple shield that you can see and <em>hear</em> the milk transfer of a baby who is swallowing milk. You will see milk in the shield, your breasts will soften as the feed progresses, and your baby will start to slow down with longer pauses between sucking.</span></p><p><span style=""font-size: 16px"">To ensure the breast is well-drained and the baby gets as much of the rich, creamy milk as possible, you can use gentle hand massage and compression. This will help stimulate the removal of the remaining milk and ensure your baby is full and content.</span></p>",
1.13 Managing Common Breastfeeding Problems,Breast Fullness/Engorgement,"<p><span style=""font-size: 16px"">This is likely to occur anytime from 24 hours post-birth when an increase in milk, blood, and lymphatic fluid in the breast causes heavy, swollen breasts that often make attaching the baby to the breast difficult.</span></p><p><span style=""font-size: 16px""><em><strong>While this can be a normal part of the process of breastfeeding, it can lead to:</strong></em></span></p><ul><li style=""font-size: 16px"">A sudden reduction in milk supply and mastitis if not attended to quickly.</li><li style=""font-size: 16px"">A drainage technique called <em><strong>Reverse Pressure Softening</strong></em> can help soften the tissue at the base of the nipple enough to help your baby gain a deeper latch, improving the transfer of milk from breast to baby.</li></ul><p><span style=""font-size: 16px""><strong>Reverse Pressure Softening:</strong><br>This is a technique where a small amount of milk is expressed off, either using a pump or by hand, to soften the areola and make it easier for the baby to attach. If your baby is unable to remove the milk effectively, a pump may be required until your baby is ready and able to feed from the breast. Sometimes women get relief from a single pump-out, removing all the milk from their breasts just once. This softens the breasts, making them more comfortable and helping make it easier for the baby to attach and suck at the breast.</span></p><p><span style=""font-size: 16px""><strong>Prevention:</strong></span></p><ul><li style=""font-size: 16px"">Correct position/attachment</li><li style=""font-size: 16px"">Drain breast before switching sides</li><li style=""font-size: 16px"">Unrestricted breastfeeding (or expressing) 8-12 times in 24 hours</li><li style=""font-size: 16px"">Avoid skipping night feeds</li></ul><p><span style=""font-size: 16px""><strong>Management:</strong></span></p><ul><li style=""font-size: 16px"">Avoid hot stimulating showers on breast tissue as this can overstimulate and increase swelling.</li><li style=""font-size: 16px"">Use a warm compress on the breast before breastfeeding to assist in the letdown (milk ejection) reflex.</li><li style=""font-size: 16px"">Express by hand or pump a small amount of milk before breastfeeding, or use the Reverse Pressure Softening technique to soften the tissue around the base of the nipple before attaching the baby to the breast.</li><li style=""font-size: 16px"">If the baby only breastfeeds on one side and the other breast is uncomfortable, express enough milk out of the other side for comfort only.</li><li style=""font-size: 16px"">Use cool packs on the breast after a feed to help reduce swelling and discomfort.</li><li style=""font-size: 16px"">Talk to your doctor about the use of anti-inflammatories or pain relief if swelling and discomfort continue.</li><li style=""font-size: 16px"">Avoid skipping the night feed.</li></ul>",
1.13 Managing Common Breastfeeding Problems,Mastitis,"<p><br></p><p><span style=""font-size: 16px""><em><strong>1 in 5 breastfeeding women in Australia will get Mastitis in the first 6 months post birth.</strong></em></span></p><p><span style=""font-size: 16px"">Mastitis is when the breast becomes inflamed because of blocked milk ducts and/or damaged nipples. Breast tenderness, redness, and painful lumps, together with flu-like symptoms such as fevers, shivers, and body aches, are all common symptoms. Mastitis guidelines have recently changed in early 2023; these are outlined below.</span></p><p><span style=""font-size: 16px""><strong>Causes:</strong></span></p><ul><li style=""font-size: 16px"">Premature babies – weak suck, short feeds. Milk not removed effectively</li><li style=""font-size: 16px"">Large breasts/oversupply – hindmilk left in the breast</li><li style=""font-size: 16px"">Poor positioning/attachment – blisters, grazes, and cracked nipples allowing bacteria to enter the breast</li><li style=""font-size: 16px"">Engorgement – oedema obstructing milk flow from milk ducts to the nipple</li><li style=""font-size: 16px"">Giving formula and using a dummy – delayed drainage causing full breasts &amp; lumpiness</li><li style=""font-size: 16px"">Feeding on one breast only per feed – other breast becomes hard and lumpy</li><li style=""font-size: 16px"">Skipping night feeds – reduces supply and breasts become hard and lumpy</li><li style=""font-size: 16px"">Sudden cessation of breastfeeding – hard, lumpy breasts</li><li style=""font-size: 16px"">Tight bra causing pressure on breast tissue – obstruction of flow</li></ul><p><span style=""font-size: 16px""><strong>Prevention:</strong></span></p><ul><li style=""font-size: 16px"">Drain the breast often, 8-12 times in 24 hours (use a pump if the baby is not able to effectively remove the milk)</li><li style=""font-size: 16px"">Avoid skipping the night feed or delaying breastfeeds</li><li style=""font-size: 16px"">Offer both breasts if possible, and if the baby is not able to remove milk from the other breast, then use a pump to remove enough milk for comfort and offer the second breast first at the next feed</li><li style=""font-size: 16px"">Position and latch correctly</li><li style=""font-size: 16px"">Gently stroke the breast towards the nipple before feeding</li><li style=""font-size: 16px"">If the breast still feels full after a feed, then express until it feels more comfortable. Be careful not to overexpress, though</li></ul><p><span style=""font-size: 16px""><strong>Treatment:</strong></span></p><ul><li style=""font-size: 16px"">Rest between feeds</li><li style=""font-size: 16px"">Use warmth for a few minutes before breastfeeding to help you relax and stimulate the milk ejection reflex (letdown)</li><li style=""font-size: 16px"">Use cool packs intermittently after and between breastfeeds to help soothe painful breasts and reduce inflammation</li><li style=""font-size: 16px"">If unresolved and you are feeling unwell after 24 hours and your breasts are red, tender, and becoming lumpy, contact your doctor as you may need antibiotics</li><li style=""font-size: 16px"">Anti-inflammatory and pain relief medications can be useful. Speak to your doctor or pharmacist before starting these</li><li style=""font-size: 16px"">Keep feeding your baby from the breast if possible, as this is the best way to keep draining the milk and preventing blocked ducts</li><li style=""font-size: 16px"">Ultrasound therapy can be effective—usually only 1-2 treatments needed. It can improve inflammation, unblock ducts, and help clear infection by assisting the antibiotics to work more effectively.</li></ul><p><span style=""font-size: 16px"">For more information, see The Royal Women’s website on&nbsp;</span><a rel=""noopener"" target=""_new"" href=""https://www.thewomens.org.au/health-information/breastfeeding/breastfeeding-problems/mastitis""><span style=""font-size: 16px"">Mastitis</span></a><span style=""font-size: 16px"">.</span></p>",
1.13 Managing Common Breastfeeding Problems,Mastitis,"<p><span style=""font-size: 16px""><em><strong>1 in 5 breastfeeding women in Australia will get Mastitis in the first 6 months post birth.</strong></em></span></p><p><span style=""font-size: 16px"">Mastitis is when the breast becomes inflamed because of blocked milk ducts and/or damaged nipples. Breast tenderness, redness, and painful lumps, together with flu-like symptoms such as fevers, shivers, and body aches, are all common symptoms. Mastitis guidelines have recently changed in early 2023; these are outlined below.</span></p><p><span style=""font-size: 16px""><strong>Causes:</strong></span></p><ul><li style=""font-size: 16px"">Premature babies – weak suck, short feeds. Milk not removed effectively</li><li style=""font-size: 16px"">Large breasts/oversupply – hindmilk left in the breast</li><li style=""font-size: 16px"">Poor positioning/attachment – blisters, grazes, and cracked nipples allowing bacteria to enter the breast</li><li style=""font-size: 16px"">Engorgement – oedema obstructing milk flow from milk ducts to the nipple</li><li style=""font-size: 16px"">Giving formula and using a dummy – delayed drainage causing full breasts &amp; lumpiness</li><li style=""font-size: 16px"">Feeding on one breast only per feed – other breast becomes hard and lumpy</li><li style=""font-size: 16px"">Skipping night feeds – reduces supply and breasts become hard and lumpy</li><li style=""font-size: 16px"">Sudden cessation of breastfeeding – hard, lumpy breasts</li><li style=""font-size: 16px"">Tight bra causing pressure on breast tissue – obstruction of flow</li></ul><p><span style=""font-size: 16px""><strong>Prevention:</strong></span></p><ul><li style=""font-size: 16px"">Drain the breast often, 8-12 times in 24 hours (use a pump if the baby is not able to effectively remove the milk)</li><li style=""font-size: 16px"">Avoid skipping the night feed or delaying breastfeeds</li><li style=""font-size: 16px"">Offer both breasts if possible, and if the baby is not able to remove milk from the other breast, then use a pump to remove enough milk for comfort and offer the second breast first at the next feed</li><li style=""font-size: 16px"">Position and latch correctly</li><li style=""font-size: 16px"">Gently stroke the breast towards the nipple before feeding</li><li style=""font-size: 16px"">If the breast still feels full after a feed, then express until it feels more comfortable. Be careful not to overexpress, though</li></ul><p><span style=""font-size: 16px""><strong>Treatment:</strong></span></p><ul><li style=""font-size: 16px"">Rest between feeds<br></li><li style=""font-size: 16px"">Use cool packs intermittently after and between breastfeeds to help soothe painful breasts and reduce inflammation</li><li style=""font-size: 16px"">If unresolved and you are feeling unwell after 24 hours and your breasts are red, tender, and becoming lumpy, contact your doctor as you may need antibiotics</li><li style=""font-size: 16px"">Anti-inflammatory and pain relief medications can be useful. Speak to your doctor or pharmacist before starting these</li><li style=""font-size: 16px"">Keep feeding your baby from the breast if possible, as this is the best way to keep draining the milk and preventing blocked ducts</li><li style=""font-size: 16px"">Ultrasound therapy can be effective—usually only 1-2 treatments needed. It can improve inflammation, unblock ducts, and help clear infection by assisting the antibiotics to work more effectively.</li></ul><p><span style=""font-size: 16px"">For more information, see The Royal Women’s website on </span><a rel=""noopener"" target=""_new"" href=""https://www.thewomens.org.au/health-information/breastfeeding/breastfeeding-problems/mastitis""><span style=""font-size: 16px"">Mastitis</span></a><span style=""font-size: 16px"">.</span></p>",
1.13 Managing Common Breastfeeding Problems,Oversupply/Block Feeding,"<p><br></p><p><span style=""font-size: 16px"">Breastmilk volume continues to increase until your baby reaches 4-6 weeks, at which time it tends to adjust to meet your baby’s needs. Some mothers continue to make more than their baby needs, and this is known as ‘oversupply.’</span></p><p><span style=""font-size: 16px""><strong>Effects on Mum:</strong></span></p><ul><li style=""font-size: 16px"">Uncomfortable heavy breasts</li><li style=""font-size: 16px"">Rapid refill post feeds</li><li style=""font-size: 16px"">Fast letdowns and leaking make it difficult to feed in public</li><li style=""font-size: 16px"">Difficulty latching baby</li></ul><p><span style=""font-size: 16px""><strong>Effects on Baby:</strong></span></p><ul><li style=""font-size: 16px"">Coughing and spluttering as flow is too fast, causing baby to pull off/on</li><li style=""font-size: 16px"">Difficulty latching</li><li style=""font-size: 16px"">Breast refusal, distressed behavior, crying</li><li style=""font-size: 16px"">Short feeds on each breast causing lactose overload</li><li style=""font-size: 16px"">Lots of wet and dirty nappies, windy, loose frothy poos</li><li style=""font-size: 16px"">Vomits post feed</li><li style=""font-size: 16px"">Rapid weight gain</li></ul><p><span style=""font-size: 16px""><strong>Block feeding to decrease supply:</strong><br>You can reduce milk production by ‘block feeding,’ which will result in more comfortable breasts and a supply that meets your baby’s needs within days.</span></p><p><span style=""font-size: 16px"">Block feeding is done by getting your baby to feed on one breast for a period of 3-4 hours and then repeating on the other breast.</span></p><p><span style=""font-size: 16px"">If, during the 3-4 hours, the other breast becomes hard and uncomfortable, removing a small amount of milk for comfort is all that’s needed. You can do this by hand expression or using a pump. If you choose to get your baby to latch and remove the milk, be mindful of the high lactose content in the foremilk, as this could give your baby excessive wind and pain. Keeping your baby on one side helps drain the breast, ensuring the removal of all the rich, creamy hindmilk.</span></p>",
1.13 Managing Common Breastfeeding Problems,Oversupply/Block Feeding,"<p><span style=""font-size: 16px"">Breastmilk volume continues to increase until your baby reaches 4-6 weeks, at which time it tends to adjust to meet your baby’s needs. Some mothers continue to make more than their baby needs, and this is known as ‘oversupply.’</span></p><p><span style=""font-size: 16px""><strong>Effects on Mum:</strong></span></p><ul><li style=""font-size: 16px"">Uncomfortable heavy breasts</li><li style=""font-size: 16px"">Rapid refill post feeds</li><li style=""font-size: 16px"">Fast letdowns and leaking make it difficult to feed in public</li><li style=""font-size: 16px"">Difficulty latching baby</li></ul><p><span style=""font-size: 16px""><strong>Effects on Baby:</strong></span></p><ul><li style=""font-size: 16px"">Coughing and spluttering as flow is too fast, causing baby to pull off/on</li><li style=""font-size: 16px"">Difficulty latching</li><li style=""font-size: 16px"">Breast refusal, distressed behavior, crying</li><li style=""font-size: 16px"">Short feeds on each breast causing lactose overload</li><li style=""font-size: 16px"">Lots of wet and dirty nappies, windy, loose frothy poos</li><li style=""font-size: 16px"">Vomits post feed</li><li style=""font-size: 16px"">Rapid weight gain</li></ul><p><span style=""font-size: 16px""><strong>Block feeding to decrease supply:</strong><br>You can reduce milk production by ‘block feeding,’ which will result in more comfortable breasts and a supply that meets your baby’s needs within days.</span></p><p><span style=""font-size: 16px"">Block feeding is done by getting your baby to feed on one breast for a period of 3-4 hours and then repeating on the other breast.</span></p><p><span style=""font-size: 16px"">If, during the 3-4 hours, the other breast becomes hard and uncomfortable, removing a small amount of milk for comfort is all that’s needed. You can do this by hand expression or using a pump. If you choose to get your baby to latch and remove the milk, be mindful of the high lactose content in the foremilk, as this could give your baby excessive wind and pain. Keeping your baby on one side helps drain the breast, ensuring the removal of all the rich, creamy hindmilk.</span></p>",
1.13 Managing Common Breastfeeding Problems,Low Milk Supply,"<p><br></p><p><span style=""font-size: 16px"">When there is not enough milk in the breasts to meet your baby’s nutritional requirements, it is considered having a<em>‘low milk supply’.</em>In the first few days after birth, it can be normal for women to have a low supply. Most women will go on to develop a full supply to meet their baby’s needs by 4-6 weeks. If production seemed low from the start or suddenly dropped off despite everything going right, it’s worth investigating further to find the answers and explanation for what’s happening. Pinpointing the reasons for a low supply will help target a strategy to make the most milk possible.</span></p><p><span style=""font-size: 16px""><strong>Possible causes of low supply:</strong></span></p><ul><li style=""font-size: 16px"">Stress, anxiety, and sleep deprivation</li><li style=""font-size: 16px"">Latch problems</li><li style=""font-size: 16px"">Weak suck due to prematurity, jaundice</li><li style=""font-size: 16px"">Maternal medications</li><li style=""font-size: 16px"">Breast surgery, insufficient breast tissue</li><li style=""font-size: 16px"">Hormonal issues</li><li style=""font-size: 16px"">Mastitis</li><li style=""font-size: 16px"">Skipping feeds and offering formula or topping up with formula</li><li style=""font-size: 16px"">Natural low supply, not all mothers were built to exclusively breastfeed</li></ul><p><span style=""font-size: 16px""><strong>How to increase milk supply:</strong></span></p><ul><li style=""font-size: 16px"">Breastfeed and/or pump every 2-3 hours or 8-12 times in 24 hours.</li><li style=""font-size: 16px"">Use compression and massage on your breasts during breastfeeding and pumping to help with milk flow and drainage.</li><li style=""font-size: 16px"">Try ‘switch feeding’ by offering each breast twice. As soon as you notice your baby slowing down and no longer swallowing frequently, switch to the other breast. Repeat this process twice.</li><li style=""font-size: 16px"">If your baby is too sleepy, take them off the breast and use a hospital-grade pump. Express for 5 minutes on the right, then 5 minutes on the left, and repeat this on both breasts. This is effective for premature babies or any baby having difficulty latching in the first few days.</li><li style=""font-size: 16px"">Increase your intake of galactagogues (foods, herbs, or medications that increase milk supply) such as whole grains (especially oats), dark leafy greens, fennel, chickpeas, nuts, and seeds (especially almonds).</li></ul><p><span style=""font-size: 16px""><strong>What to do regarding low supply in the first few days of breastfeeding:</strong></span></p><ul><li style=""font-size: 16px"">If you are unable to express any colostrum and/or breast milk or only getting a few drops, consider whether your baby needs to be supplemented with donor milk or formula.</li><li style=""font-size: 16px"">Remember that a well-fed baby will feed better at the breast.</li><li style=""font-size: 16px"">Sometimes a delay in lactation or simply having a low supply may require you to give your baby extra fluids (expressed milk or formula) until you can build up your supply to meet their needs. It is important to consider your baby’s nutritional requirements, as the extra calories and fluids provide energy for more effective breastfeeding while also preventing jaundice or excessive weight loss.</li></ul><p><span style=""font-size: 16px""><strong>There are three basic ingredients for making breast milk:</strong></span></p><ul><li style=""font-size: 16px""><strong>Stimulation:&nbsp;</strong>Breastfeeding is driven by supply and demand. The more your baby stimulates your breasts by sucking, the more milk is produced.</li><li style=""font-size: 16px""><strong>Sleep:&nbsp;</strong>A breastfeeding mother’s need for sleep is more important than ever, as it allows her body to focus on milk production. Many mothers find a much greater supply in the morning after a decent stretch of sleep.</li><li style=""font-size: 16px""><strong>Water:&nbsp;</strong>Breast milk is predominantly water, so staying hydrated both day and night is essential.</li></ul><p><span style=""font-size: 16px"">If there are three key ingredients to making milk, there is one guaranteed way to reduce supply:<strong>STRESS.</strong>Stress and fatigue can have a detrimental effect on milk volume and flow. To help manage stress, consider asking family and friends to assist with errands, housework, and caring for older children so you can rest during the day while your baby sleeps.</span></p><p><span style=""font-size: 16px"">If you feel you have a low supply, please discuss this with your health nurse, lactation consultant, or local doctor. Remember, not every mother is destined to exclusively breastfeed. Some may not even be able to breastfeed for the first week. If these techniques don’t improve supply or attachment concerns remain, speak to a lactation consultant, but also consider that mix-feeding might be a suitable alternative.</span></p><p><span style=""font-size: 16px"">The stress and sleep deprivation associated with frequent night feeds, some pro-lactation medications, guilt, fear, or perceived judgment can negatively impact a mother’s general health and well-being. Adding formula top-ups<strong>does NOT</strong>undo the benefits of breast milk and breastfeeding. In fact, many mothers who shift to mix-feeding when supply wanes often end up breastfeeding for longer than those who persist under stress.</span></p>",
